Close,ln_volume_min,ln_volume_median,ln_volume_max,daily_growth_min,daily_growth_median,daily_growth_max,weekly_growth_min,weekly_growth_median,weekly_growth_max,biweekly_growth_min,biweekly_growth_median,biweekly_growth_max,monthly_growth_min,monthly_growth_median,monthly_growth_max,rel_spread_oc_median,rel_spread_hl_median,vol_10d_mean_median,vol_10d_std_median,vol_10d_min_median,vol_10d_max_median,return_1m,return_2m,return_3m,vol_3m,momentum_3m,mma_3_scaled,mma_6_scaled,month,marketCap,beta,trailingPE,forwardPE,trailing_PEG,priceToBook,dividendYield,debt_to_equity,current_ratio,cash_ratio,working_capital,working_capital_ratio,retained_earnings_to_assets,long_term_debt_to_equity,operating_cf_margin,free_cf_margin,pct_held_by_inst,institutional_holders_count,esg_env,esg_soc,esg_gov,recent_rating_changes,strong_to_total_reco_ratio,days_to_next_earnings,dividend_stability,fullTimeEmployees,adx,adxr,apo,aroon_1,aroon_2,aroonosc,bop,cci,cmo,dx,macd,macdsignal,macdhist,macd_ext,macdsignal_ext,macdhist_ext,macd_fix,macdsignal_fix,macdhist_fix,minus_di,mom,plus_di,dm,ppo,roc,rocp,rocr,rocr100,rsi,slowk,slowd,fastk,fastd,fastk_rsi,fastd_rsi,trix,ultosc,willr,cdl2crows,cdl3blackrows,cdl3inside,cdl3linestrike,cdl3outside,cdl3starsinsouth,cdl3whitesoldiers,cdlabandonedbaby,cdladvancedblock,cdlbelthold,cdlbreakaway,cdlclosingmarubozu,cdlconcealbabyswall,cdlcounterattack,cdldarkcloudcover,cdldoji,cdldojistar,cdldragonflydoji,cdlengulfing,cdleveningdojistar,cdleveningstar,cdlgapsidesidewhite,cdlgravestonedoji,cdlhammer,cdlhangingman,cdlharami,cdlharamicross,cdlhighwave,cdlhikkake,cdlhikkakemod,cdlhomingpigeon,cdlidentical3crows,cdlinneck,cdlinvertedhammer,cdlkicking,cdlkickingbylength,cdlladderbottom,cdllongleggeddoji,cdllongline,cdlmarubozu,cdlmatchinglow,cdlmathold,cdlmorningdojistar,cdlmorningstar,cdlonneck,cdlpiercing,cdlrickshawman,cdlrisefall3methods,cdlseparatinglines,cdlshootingstar,cdlshortline,cdlspinningtop,cdlstalledpattern,cdlsticksandwich,cdltakuru,cdltasukigap,cdlthrusting,cdltristar,cdlunique3river,cdlupsidegap2crows,cdlxsidegap3methods,gdp_us,cpi_us,unemployment_us,interest_us,gdp_de,cpi_de,interest_eu,sp500,vix,dax,spy,gld,vgk,xlv,xlk,xlf,efa,eurusd,usdx,month_sin,month_cos,ticker_AMD,ticker_AMZN,ticker_APP,ticker_ASML,ticker_AVGO,ticker_AZN,ticker_COST,ticker_CSCO,ticker_GOOG,ticker_GOOGL,ticker_INTU,ticker_LIN,ticker_META,ticker_MSFT,ticker_MU,ticker_NFLX,ticker_NVDA,ticker_PDD,ticker_PEP,ticker_PLTR,ticker_SHOP,ticker_TMUS,ticker_TSLA,sector_Communication Services,sector_Consumer Cyclical,sector_Consumer Defensive,sector_Healthcare,sector_Technology,industry_Auto Manufacturers,industry_Beverages - Non-Alcoholic,industry_Communication Equipment,industry_Consumer Electronics,industry_Discount Stores,industry_Drug Manufacturers - General,industry_Entertainment,industry_Internet Content & Information,industry_Internet Retail,industry_Semiconductor Equipment & Materials,industry_Semiconductors,industry_Software - Application,industry_Software - Infrastructure,industry_Specialty Chemicals,industry_Telecom Services,is_positive_growth_3m_future,split
9.466013,19.35445,19.817254,20.264685,-0.060907,0.003425,0.035458,-0.034298,0.008902,0.068593,-0.024067,0.037035,0.099208,0.032941,0.120775,0.248355,-0.002655,0.031357,0.003951,0.025593,-0.0353,0.035458,0.070597,0.300408,0.441894,0.074631,5.921089,0.901016,0.788135,6,4470352642048,2.102,52.310543,44.565536,1.369,44.64138,0.02,0.406848,4.439851,0.475924,62079000000.0,0.556258,0.609654,0.106685,0.387906,0.368319,0.03489,10,3.4,4.3,5.72,257,0.159533,80.0,1.191574,36000,25.93917329243801,26.368829815127658,0.2570760402923984,7.142857142857143,71.42857142857143,60.71428571428572,0.0927231232623079,70.52840860722563,23.49096134860107,20.843506477496845,0.3270076918648046,0.3581965363949134,-0.0318164576880484,0.2570760402923984,0.3889868982836735,-0.0658350293113302,0.3119873915014723,0.3419869206667431,-0.0300137572358772,0.7755872739144172,0.3131914138793945,24.997338864983245,1.2072282563338452,2.91819394482453,3.7034900526986103,0.0370349005269861,1.037034900526986,103.7034900526986,61.74548067430053,63.82463449773068,66.07193162004572,68.84511907328215,63.82463449773068,55.03389959791891,50.83810531997294,0.5773705337457913,57.46609887307376,-26.75026740646774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19056.617,257.042,11.0,0.08,681793.6,105.9555,0.3514592915173739,3100.2900390625,30.43000030517578,12310.9296875,286.3257141113281,167.3699951171875,42.39627456665039,92.03366088867188,100.18578338623048,21.068693161010746,52.544918060302734,1.1247202157974243,97.38999938964844,1.2246467991473532e-16,-1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,train
10.57928,19.400074,19.704151,20.112023,-0.040747,0.006489,0.034872,-0.035612,0.021164,0.102729,-0.036088,0.046778,0.137892,0.071931,0.115538,0.161729,-0.005839,0.028124,0.004828,0.022646,-0.0353,0.032364,0.117607,0.196506,0.453345,0.073464,6.17096,0.910179,0.779156,7,4470352642048,2.102,52.310543,44.565536,1.369,44.64138,0.02,0.406848,4.439851,0.475924,62079000000.0,0.556258,0.609654,0.106685,0.387906,0.368319,0.03489,10,3.4,4.3,5.72,257,0.159533,80.0,1.191574,36000,24.14684078661796,23.836241311501492,0.3354038091806268,17.857142857142858,67.85714285714286,53.57142857142857,0.191761500787457,87.84460552529944,24.5074276694052,18.246250188106796,0.3317233025361545,0.3361988133430688,-0.004112780901456,0.3354038091806268,0.341923243639476,0.038068020785296,0.3158433309902824,0.3200834612134046,-0.0035027066729519,0.8401981611413505,0.4664363861083984,26.368781896919195,1.2498810561963989,3.573334148027489,4.677811117679065,0.0467781111767906,1.0467781111767906,104.67781111767906,62.2537138347026,70.72373095671881,67.69316635440605,76.0827502956731,70.72373095671881,74.08693586579241,52.85994668072362,0.5629902191516489,56.98564591676421,-25.531723784929515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20548.793,258.352,10.2,0.09,740949.7,105.1121,0.2208853101863519,3271.1201171875,24.459999084472656,12313.3603515625,303.18804931640625,185.42999267578125,43.94622039794922,97.05519104003906,105.881103515625,21.87903213500977,53.563533782958984,1.1872254610061646,93.48999786376952,-0.4999999999999998,-0.8660254037844388,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,train
13.329807,19.313973,19.83828,20.723134,-0.028213,0.002897,0.066845,-0.033644,0.052272,0.130023,0.047523,0.092004,0.175115,0.065439,0.16307,0.259992,-0.00294,0.031985,0.009196,0.023863,-0.028213,0.054401,0.259992,0.408175,0.507589,0.098619,5.146981,0.834598,0.70095,8,4470352642048,2.102,52.310543,44.565536,1.369,44.64138,0.02,0.406848,4.439851,0.475924,62079000000.0,0.556258,0.609654,0.106685,0.387906,0.368319,0.03489,10,3.4,4.3,5.72,257,0.159533,80.0,1.191574,36000,30.832366763567585,24.68688089658236,0.5267418531271133,14.285714285714286,100.0,71.42857142857143,0.1286676338754046,112.0459800883676,42.10673759797025,46.676026350321486,0.4731457945045783,0.4008410743265248,0.0617780139578578,0.5267418531271133,0.3560367370942379,0.1167190034165351,0.4496159686522905,0.3813277801275885,0.0581417699880472,0.563843990109201,1.0016403198242188,31.75098218042004,1.71444426107889,4.9113399298901,9.200441084466448,0.0920044108446644,1.0920044108446645,109.20044108446643,71.05336879898513,82.27871211054986,81.30174592033315,84.28053329081469,82.27871211054986,100.0,75.18509840037036,0.5392526387958618,62.981482856465746,-7.6768645384138114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20548.793,259.316,8.4,0.1,740949.7,105.1121,0.1600719539250139,3500.31005859375,26.40999984741211,12945.3798828125,324.3496398925781,184.8300018310547,45.8415412902832,99.5659408569336,118.46061706542967,22.816837310791016,56.092796325683594,1.1918240785598757,92.13999938964844,-0.8660254037844384,-0.5000000000000004,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,train
13.489325,20.052498,20.364709,21.104222,-0.092775,0.009627,0.067321,-0.141829,0.002035,0.123525,-0.131252,-0.004512,0.182254,-0.046609,0.032518,0.278154,0.000403,0.049372,0.000284,0.040437,-0.056209,0.058182,0.011967,0.27507,0.425027,0.124465,3.414823,0.924148,0.778214,9,4470352642048,2.102,52.310543,44.565536,1.369,44.64138,0.02,0.406848,4.439851,0.475924,62079000000.0,0.556258,0.609654,0.106685,0.387906,0.368319,0.03489,10,3.4,4.3,5.72,257,0.159533,80.0,1.191574,36000,31.061912055994195,36.574856111318994,0.3684207353836459,35.714285714285715,50.0,-21.42857142857143,-0.0173984222902039,-33.58938424127327,9.436029121410847,8.465583109145996,0.3004059657747646,0.4295975044703937,-0.1210531198279891,0.3684207353836459,0.643759067921218,-0.2309521378954583,0.2882472489998768,0.4110659727091437,-0.1150270746100633,1.956083967769649,-0.0570363998413085,26.44663975958881,2.383996850121747,2.9519655611814346,-0.451197328500208,-0.004511973285002,0.995488026714998,99.5488026714998,54.71801456070542,47.428682205162715,50.30791271629175,43.94830816841141,47.428682205162715,40.96310246210046,48.128934229464825,0.6222493461780942,50.96427370637343,-66.55921702619403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20548.793,259.997,7.8,0.09,740949.7,105.1121,0.1234636702947539,3363.0,26.3700008392334,12760.73046875,312.20477294921875,177.1199951171875,44.41270446777344,97.39494323730467,112.1406478881836,22.035991668701172,54.9447021484375,1.1742050647735596,93.88999938964844,-1.0,-1.8369701987210297e-16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,train
12.495856,19.2073,19.646596,20.480455,-0.057458,-0.00717,0.044422,-0.077721,0.006471,0.102567,-0.104166,0.033925,0.151789,-0.089517,0.088317,0.172165,0.00711,0.025488,0.0036,0.023737,-0.040563,0.042578,-0.073648,-0.062563,0.181163,0.173283,1.045475,1.048747,0.909663,10,4470352642048,2.102,52.310543,44.565536,1.369,44.64138,0.02,0.406848,4.439851,0.475924,62079000000.0,0.556258,0.609654,0.106685,0.387906,0.368319,0.03489,10,3.4,4.3,5.72,257,0.159533,80.0,1.191574,36000,20.450191592930295,21.36173838101147,0.3620967100828114,10.714285714285715,78.57142857142857,64.28571428571429,-0.2576425618823244,39.10411197299743,11.706217825335331,23.10245582875588,0.3155170073499782,0.3092918774096386,0.0257788394849016,0.3620967100828114,0.343778290979543,0.0951005464945095,0.3001314909687087,0.2942374701783247,0.0244454426714738,1.3024521514497436,0.4587221145629883,25.595544559147168,1.8378077834395776,2.7544598143776007,3.3925254885413536,0.0339252548854135,1.0339252548854136,103.39252548854137,55.853108912667665,49.140548969233464,63.404432904858375,46.27085484469076,49.140548969233464,32.25490458697136,46.41774305324206,0.464291609659484,49.90779557365599,-37.82022526928787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20771.691,260.319,6.9,0.09,748115.7,105.323,0.0003605895975517,3269.9599609375,38.02000045776367,11556.48046875,304.42041015625,176.1999969482422,42.006980895996094,93.86775970458984,106.52880859375,21.843732833862305,52.993797302246094,1.1678695678710938,94.04000091552734,-0.8660254037844386,0.5000000000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,train
13.360714,18.935156,19.684384,20.283315,-0.063951,0.003309,0.059507,-0.08687,-0.013882,0.1618,-0.10124,0.011281,0.07428,-0.102348,-0.014924,0.052263,0.002016,0.033146,0.001263,0.037153,-0.063549,0.055125,0.069212,-0.009534,0.002319,0.071898,0.032249,0.981632,0.90715,11,4470352642048,2.102,52.310543,44.565536,1.369,44.64138,0.02,0.406848,4.439851,0.475924,62079000000.0,0.556258,0.609654,0.106685,0.387906,0.368319,0.03489,10,3.4,4.3,5.72,257,0.159533,80.0,1.191574,36000,16.962262685065532,18.39487901701703,-0.1260471466260071,28.571428571428573,46.42857142857143,35.714285714285715,-0.0672974029229876,-7.88546615009961,0.9323422157675236,14.496260772791905,0.0377548433937766,0.0500021211475316,-0.0152071692523343,-0.1260471466260071,-0.0941963864867161,-0.03100079858405,0.03557192550526,0.0482708838833548,-0.0146023477279356,1.7507045345381247,0.1456785202026367,19.06102355614408,1.4944380022785069,-0.9364102461326212,1.1280535444296302,0.0112805354442963,1.0112805354442962,101.12805354442963,50.46617110788377,46.622703881886025,45.72649529098243,54.83224478133265,46.622703881886025,59.72035005053544,49.54475531487887,0.2661739236433202,48.852812371401384,-53.86810061732636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20771.691,260.911,6.7,0.09,748115.7,105.1121,-0.0550423146444471,3621.6298828125,20.56999969482422,13291.16015625,337.5343017578125,166.6699981689453,48.89377975463867,101.32840728759766,118.65576171875,25.524024963378903,60.55570983886719,1.1971460580825806,91.87000274658205,-0.5000000000000004,0.8660254037844384,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,train
13.019114,18.399294,19.198978,19.81022,-0.031405,0.001151,0.022708,-0.045032,-0.000953,0.045282,-0.027463,-0.006001,0.039962,-0.08296,-0.011043,0.076605,0.003218,0.021043,-0.000501,0.013845,-0.026227,0.021377,-0.025568,0.041874,-0.034858,0.072691,-0.479537,0.995349,0.976437,12,4470352642048,2.102,52.310543,44.565536,1.369,44.64138,0.02,0.406848,4.439851,0.475924,62079000000.0,0.556258,0.609654,0.106685,0.387906,0.368319,0.03489,10,3.4,4.3,5.72,257,0.159533,80.0,1.191574,36000,13.768942212488044,14.701825397729085,-0.0420007766821441,67.85714285714286,32.142857142857146,-28.571428571428573,-0.1846331694266704,-24.159603836365974,-0.9626344817034008,13.09685657404532,-0.0279712114580394,-0.0208039675519124,-0.010291329722178,-0.0420007766821441,-0.035617164057544,-0.0195863956739425,-0.0268820016276594,-0.0200133520960599,-0.0098204331311464,1.105262555311549,-0.0800490379333496,16.889552287625904,0.934180276570218,-0.3162027418153725,-0.6000910003574944,-0.0060009100035749,0.9939990899964252,99.3999089996425,49.5186827591483,59.0545964635953,58.67260963105035,63.68906867682722,59.0545964635953,54.52138230407775,61.929339011991246,0.1031709456036589,54.14297495570914,-48.196919761209166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20771.691,262.045,6.7,0.09,748115.7,105.2175,-0.0918818166552814,3756.070068359375,22.75,13718.7802734375,350.03948974609375,178.36000061035156,51.669769287109375,105.17669677734376,125.23123168945312,27.133590698242188,63.592830657958984,1.2299896478652954,89.94000244140625,-2.4492935982947064e-16,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,train
12.954045,18.915255,19.461381,20.179269,-0.058953,-0.004321,0.05783,-0.058879,0.009216,0.072714,-0.053836,0.004146,0.09933,-0.069607,0.001836,0.053419,0.002005,0.031761,0.000854,0.027311,-0.058953,0.05783,-0.004998,-0.030438,0.036667,0.049855,0.735476,1.012139,1.011896,1,4470352642048,2.102,52.310543,44.565536,1.369,44.64138,0.02,0.406848,4.439851,0.475924,62079000000.0,0.556258,0.609654,0.106685,0.387906,0.368319,0.03489,10,3.4,4.3,5.72,257,0.159533,80.0,1.191574,36000,13.844524640639998,13.71377812624552,0.0340200998844242,64.28571428571429,78.57142857142857,21.42857142857143,-0.1282055842077206,42.40675765733419,3.4682262384305487,10.308105463822246,0.0026770351351856,-0.0070632544320794,0.0142434703982553,0.0340200998844242,-0.055715763331139,0.0588866394129912,0.0016227706995035,-0.007052796574926,0.0131860986335546,1.0841255310225846,0.0543489456176757,21.702091060778432,1.2489187391460987,0.2585585818398375,0.4145731229543425,0.0041457312295433,1.0041457312295434,100.41457312295434,51.73411311921527,47.72287968986072,53.15515785149895,60.05109035109067,47.72287968986072,69.92515271831464,61.70877906264536,0.0183411299846225,50.23083731374772,-39.90815075215656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21058.379,262.639,6.4,0.09,743509.0,106.4827,-0.0637567597967503,3714.239990234375,33.09000015258789,13432.8701171875,346.47235107421875,172.61000061035156,51.20659255981445,106.65087127685548,124.1813735961914,26.645774841308594,63.096004486083984,1.2120037078857422,90.58000183105467,0.49999999999999994,0.8660254037844387,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,train
13.676803,18.946308,19.589938,20.53021,-0.082178,0.006575,0.062376,-0.102603,0.045063,0.116106,-0.100733,0.056269,0.16855,-0.009509,0.074303,0.161361,-0.00472,0.029753,0.005929,0.025656,-0.038237,0.062376,0.055794,0.050517,0.023658,0.042305,0.559222,0.966356,0.96265,2,4470352642048,2.102,52.310543,44.565536,1.369,44.64138,0.02,0.406848,4.439851,0.475924,62079000000.0,0.556258,0.609654,0.106685,0.387906,0.368319,0.03489,10,3.4,4.3,5.72,257,0.159533,80.0,1.191574,36000,19.918589752634627,16.26580120461044,0.3024678230285644,28.571428571428573,71.42857142857143,64.28571428571429,0.0785993100536323,64.66835741328828,12.059533052149977,18.162074594110937,0.2607468046088801,0.2125102159851644,0.039321877048724,0.3024678230285644,0.1440123812085888,0.0421959694973765,0.246360591501574,0.2009490594229609,0.038794183404918,1.2037339504496896,0.7626485824584961,29.06828000804373,1.8968203262988617,2.223905083802124,5.626891092625663,0.0562689109262566,1.0562689109262566,105.62689109262568,56.02976652607499,67.29829983091103,68.13900276643416,62.06985254971482,67.29829983091103,71.07213429202595,61.172725769635086,0.0514680156085356,58.60407859984418,-27.789322736957715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21058.379,263.573,6.2,0.08,743509.0,107.1152,0.0632093685662668,3811.14990234375,27.950000762939453,13786.2900390625,356.1061706542969,161.80999755859375,52.527496337890625,104.40715026855467,125.87653350830078,29.73833656311035,64.50801849365234,1.2160420417785645,90.93000030517578,0.8660254037844386,0.5000000000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,train
13.316154,19.114847,19.511946,20.166996,-0.069675,0.003762,0.080333,-0.162443,-0.01659,0.138232,-0.192432,-0.031562,0.1378,-0.151563,-0.089197,0.060589,-0.002311,0.036559,-0.00296,0.035386,-0.069675,0.042127,-0.026369,0.027953,0.022816,0.042629,0.53522,0.999963,0.986555,3,4470352642048,2.102,52.310543,44.565536,1.369,44.64138,0.02,0.406848,4.439851,0.475924,62079000000.0,0.556258,0.609654,0.106685,0.387906,0.368319,0.03489,10,3.4,4.3,5.72,257,0.159533,80.0,1.191574,36000,23.704265453812376,23.2989757043206,-0.4213740153190421,71.42857142857143,7.142857142857143,-50.0,0.0807440706332901,-30.491829910465125,-9.03312900785039,20.74889858419881,-0.2251449375628009,-0.225111706971462,-0.0039652144567555,-0.4213740153190421,-0.4558733114150174,-0.2123901253072632,-0.2153456977217942,-0.2151755413562965,-0.0061920853442012,2.21520061604206,-0.4184932708740234,18.63435592123927,1.449860654281765,-3.0454209056939003,-3.156226455806599,-0.0315622645580659,0.968437735441934,96.8437735441934,45.4834354960748,40.57213851924104,41.10195924741608,50.826122655519136,40.57213851924104,65.87713012903973,50.66428191163823,0.0323179911610793,49.94992509853429,-50.79959125042223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21058.379,264.847,6.1,0.07,743509.0,107.6424,0.1478562381998869,3972.889892578125,19.399999618530273,15008.33984375,372.2731323242187,159.9600067138672,54.269771575927734,108.6119613647461,128.18850708007812,31.478748321533203,66.12921905517578,1.1723604202270508,93.2300033569336,1.0,6.123233995736766e-17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,train
